time,prcp(mm/day),pet(mm/day),flow(m^3/s)
2014-02-01,0.0,5.45,1.93182870375
2014-02-02,0.0,6.63,0.9158564815833333
2014-02-03,0.0,8.18,3.2572852366666667
2014-02-04,0.0,5.63,10.440846835791666
2014-02-05,0.0,4.57,5.769020061708333
2014-02-06,0.0,4.3,1.1976626801249999
2014-02-07,0.0,4.71,0.825925926
2014-02-08,0.0,4.7,0.825925926
2014-02-09,0.0,5.4,0.825925926
2014-02-10,0.0,5.24,0.825925926
2014-02-11,0.0,4.54,0.825925926
2014-02-12,0.0,5.21,0.825925926
2014-02-13,0.0,5.84,0.825925926
2014-02-14,0.0,5.86,0.825925926
2014-02-15,0.0,5.99,0.825925926
2014-02-16,0.0,6.12,0.825925926
2014-02-17,0.0,7.7299999999999995,0.825925926
2014-02-18,0.0,7.53,0.825925926
2014-02-19,0.0,6.33,0.825925926
2014-02-20,0.0,6.75,0.825925926
2014-02-21,0.0,5.800000000000001,0.825925926
2014-02-22,0.0,3.25,0.825925926
2014-02-23,0.0,3.37,3.2572852366666667
2014-02-24,0.0,4.04,11.502475565083332
2014-02-25,0.0,4.640000000000001,11.559722222083332
2014-02-26,0.0,6.51,10.826388889166667
2014-02-27,0.0,8.370000000000001,10.289120370000001
2014-02-28,0.0,8.81,10.429166666666667
2014-03-01,0.0,7.66,10.5871527775
2014-03-02,0.0,7.18,10.6
2014-03-03,0.0,6.0200000000000005,10.6
2014-03-04,0.0,5.3100000000000005,10.6
2014-03-05,0.0,6.84,10.6
2014-03-06,0.0,7.32,10.6
2014-03-07,0.0,7.09,10.573741319166666
2014-03-08,0.0,7.2,10.456770833333332
2014-03-09,0.0,8.17,10.331770833333332
2014-03-10,0.0,8.24,10.206770833333332
2014-03-11,0.0,7.61,9.486638910166667
2014-03-12,0.0,9.51,6.710596707791667
2014-03-13,0.0,10.299999999999999,3.7525720164583336
2014-03-14,0.0,8.879999999999999,1.41593792875
2014-03-15,0.0,9.26,3.6572852366666666
2014-03-16,0.0,10.29,12.056526491875
2014-03-17,0.0,9.38,11.584320343958334
2014-03-18,0.0,9.86,6.169020061708333
2014-03-19,0.0,11.61,1.5976626801249998
2014-03-20,0.0,12.65,1.225925926
2014-03-21,0.0,11.469999999999999,1.225925926
2014-03-22,0.0,9.55,1.225925926
2014-03-23,0.0,8.78,1.225925926
2014-03-24,0.0,9.38,1.225925926
2014-03-25,0.0,8.87,3.6572852366666666
2014-03-26,0.0,9.14,9.625167181291667
2014-03-27,0.0,10.01,1.9693994342083334
2014-03-28,0.0,9.99,1.225925926
2014-03-29,0.0,7.22,1.225925926
2014-03-30,0.0,10.5,1.225925926
2014-03-31,0.0,11.81,3.6572852366666666
2014-04-01,0.08,8.71,9.625167181291667
2014-04-02,0.05,8.55,2.011413323083333
2014-04-03,0.02,13.48,1.4130787037499999
2014-04-04,0.0,13.1,1.425925926
2014-04-05,0.0,13.53,3.8572852366666663
2014-04-06,0.0,13.2,11.040846835708335
2014-04-07,0.0,12.44,6.3690200617083335
2014-04-08,0.0,11.79,1.797662680125
2014-04-09,0.0,8.6,1.425925926
2014-04-10,0.0,10.49,1.425925926
2014-04-11,0.0,10.28,1.425925926
2014-04-12,0.0,8.88,1.425925926
2014-04-13,0.0,10.530000000000001,1.425925926
2014-04-14,0.0,12.91,3.8572852366666663
2014-04-15,0.0,15.87,11.040846835708335
2014-04-16,0.0,14.99,6.3690200617083335
2014-04-17,0.76,8.72,1.797662680125
2014-04-18,0.06,12.06,1.425925926
2014-04-19,0.0,15.34,2.6416055813333332
2014-04-20,0.35000000000000003,13.59,8.056905863916667
2014-04-21,0.0,15.25,11.41258358975
2014-04-22,0.0,15.98,6.3690200617083335
2014-04-23,0.17,14.31,1.797662680125
2014-04-24,0.01,17.36,1.425925926
2014-04-25,0.0,18.45,1.425925926
2014-04-26,0.37,12.94,3.8572852366666663
2014-04-27,3.43,9.44,9.825167181125
2014-04-28,4.47,12.97,3.343065200625
2014-04-29,0.0,15.02,7.827739197333333
2014-04-30,0.0,16.12,11.025430812583332
2014-05-01,0.0,18.43,5.969020061708334
2014-05-02,2.23,11.33,1.397662680125
2014-05-03,0.01,11.98,1.025925926
2014-05-04,1.4100000000000001,15.74,1.1939814815833334
2014-05-05,0.030000000000000002,16.46,1.6064814815000001
2014-05-06,2.1700000000000004,16.12,1.0773148149166667
2014-05-07,15.2,7.1499999999999995,1.025925926
2014-05-08,1.3199999999999998,9.73,1.025925926
2014-05-09,0.74,10.78,1.025925926
2014-05-10,0.03,13.18,1.025925926
2014-05-11,27.98,8.66,5.596881429958334
2014-05-12,2.66,6.89,17.108262603333333
2014-05-13,0.06,15.49,5.862924382666667
2014-05-14,0.02,16.19,9.514384001833333
2014-05-15,0.66,16.4,3.0375964506249997
2014-05-16,0.0,15.76,7.943364197291667
2014-05-17,0.0,15.120000000000001,10.280844906833334
2014-05-18,0.0,17.19,3.4850790894999997
2014-05-19,0.0,14.83,8.156905863916668
2014-05-20,8.43,10.530000000000001,10.29690393475
2014-05-21,0.0,13.770000000000001,2.2693994342083332
2014-05-22,0.0,14.64,1.525925926
2014-05-23,0.0,13.43,3.957285236666667
2014-05-24,2.44,9.55,9.925167181125
2014-05-25,1.18,5.38,2.2693994342083332
2014-05-26,0.08,15.66,1.525925926
2014-05-27,0.0,19.38,1.525925926
2014-05-28,0.0,17.05,1.5889467593333333
2014-05-29,0.0,19.52,1.869675926
2014-05-30,0.0,16.91,3.2593139146666665
2014-05-31,0.0,16.46,8.413155864041666
2014-06-01,0.0,14.35,10.44221643475
2014-06-02,0.0,11.93,2.830857767541666
2014-06-03,0.0,12.63,2.125925926
2014-06-04,0.0,14.01,2.125925926
2014-06-05,0.0,14.34,2.125925926
2014-06-06,0.0,14.79,2.125925926
2014-06-07,11.2,11.15,2.125925926
2014-06-08,0.02,10.98,2.125925926
2014-06-09,5.78,11.74,4.557285236708333
2014-06-10,3.4,10.63,55.505314427875
2014-06-11,0.66,10.5,245.78429783750002
2014-06-12,0.08,11.98,363.03345229166666
2014-06-13,0.0,14.65,185.6197530858333
2014-06-14,0.0,17.16,24.8718107
2014-06-15,0.0,17.34,11.800000000000002
2014-06-16,0.42,14.02,10.773382844125
2014-06-17,2.13,11.92,6.200270061708333
2014-06-18,20.19,11.21,4.771209490791667
2014-06-19,2.04,13.22,10.425167181666668
2014-06-20,9.18,7.83,5.200758744916667
2014-06-21,2.13,7.06,10.425167181666668
2014-06-22,7.37,8.17,2.7693994342083332
2014-06-23,1.31,10.22,2.025925926
2014-06-24,3.65,13.290000000000001,2.025925926
2014-06-25,0.15,15.51,4.4572852367083335
2014-06-26,13.43,10.89,12.856526492041667
2014-06-27,0.6,8.32,11.168640689625
2014-06-28,0.55,9.55,2.7693994342083332
2014-06-29,0.02,11.74,2.025925926
2014-06-30,4.25,12.799999999999999,2.0049189815833333
2014-07-01,0.0,13.16,1.9533564815
2014-07-02,0.02,12.59,2.0195023149166667
2014-07-03,0.44,10.87,4.4572852367083335
2014-07-04,0.0,11.64,11.640846836333333
2014-07-05,0.0,14.57,6.96902006175
2014-07-06,0.0,15.229999999999999,2.397662680125
2014-07-07,0.0,15.85,2.025925926
2014-07-08,0.0,15.87,3.2416055813333333
2014-07-09,0.0,13.93,8.656905864333334
2014-07-10,0.0,17.29,7.1865965787083335
2014-07-11,0.0,18.11,1.9837962962916666
2014-07-12,0.04,15.95,1.551620370375
2014-07-13,0.0,15.43,5.7250000000000005
2014-07-14,2.42,15.39,5.426851851875
2014-07-15,3.6799999999999997,12.77,1.3773148147916665
2014-07-16,0.85,11.71,1.5
2014-07-17,6.39,8.64,1.5
2014-07-18,2.48,6.37,1.7940972222499998
2014-07-19,0.0,8.32,6.2857638885
2014-07-20,0.0,10.54,6.35000000025
2014-07-21,62.63,9.22,23.129771090375
2014-07-22,0.09,8.89,40.71918724333333
2014-07-23,0.51,9.63,15.796875
2014-07-24,0.26,10.97,13.6
2014-07-25,6.6,7.08,11.474861110708334
2014-07-26,0.05,12.950000000000001,11.276712962958333
2014-07-27,0.07,15.85,8.6875925925
2014-07-28,0.0,15.44,4.454166666666667
2014-07-29,0.0,16.27,7.723611111083333
2014-07-30,0.0,13.51,4.003125
2014-07-31,0.0,8.66,7.514236111208334
2014-08-01,0.0,8.98,6.97500000025
2014-08-02,0.0,12.34,6.97500000025
2014-08-03,0.0,14.33,6.97500000025
2014-08-04,0.0,16.05,6.717361111333333
2014-08-05,0.0,18.16,3.0
2014-08-06,0.0,16.96,3.2576388889166665
2014-08-07,0.0,18.45,6.456944444375
2014-08-08,0.0,17.84,2.5
2014-08-09,0.0,16.16,2.5
2014-08-10,1.9100000000000001,13.2,2.4600694444166664
2014-08-11,0.02,11.07,2.3739583333333334
2014-08-12,0.0,14.959999999999999,6.064814815125
2014-08-13,0.0,16.6,1.8490740740416667
2014-08-14,1.78,11.88,1.8
2014-08-15,17.080000000000002,11.2,9.285416666708334
2014-08-16,10.32,12.38,31.869444444166664
2014-08-17,0.18,10.43,20.365972221916667
2014-08-18,8.120000000000001,9.74,9.280208333333333
2014-08-19,1.19,11.99,7.951041666666666
2014-08-20,0.09999999999999999,12.99,4.970486111083334
2014-08-21,0.19,11.21,8.645833333375
2014-08-22,1.89,11.05,13.227430555833331
2014-08-23,14.63,12.049999999999999,13.6
2014-08-24,5.18,8.73,16.031359310416665
2014-08-25,3.42,5.66,21.999241254583335
2014-08-26,0.030000000000000002,11.41,11.912114197541667
2014-08-27,0.01,14.33,2.7693994342083332
2014-08-28,0.0,12.42,2.025925926
2014-08-29,0.27,11.629999999999999,2.025925926
2014-08-30,0.9,11.57,2.025925926
2014-08-31,0.67,10.74,2.025925926
2014-09-01,0.03,11.68,2.025925926
2014-09-02,10.56,10.34,4.4572852367083335
2014-09-03,0.74,7.01,10.425167181666668
2014-09-04,0.11,11.44,2.7693994342083332
2014-09-05,0.0,13.870000000000001,2.025925926
2014-09-06,0.0,12.370000000000001,2.025925926
2014-09-07,0.0,11.54,2.025925926
2014-09-08,0.0,14.93,2.025925926
2014-09-09,0.0,16.55,2.025925926
2014-09-10,0.0,16.669999999999998,2.025925926
2014-09-11,0.0,14.78,2.025925926
2014-09-12,0.0,12.69,2.025925926
2014-09-13,0.0,12.77,2.025925926
2014-09-14,0.65,10.26,2.025925926
2014-09-15,0.06,12.59,2.025925926
2014-09-16,0.01,14.06,2.025925926
2014-09-17,0.1,11.43,2.025925926
2014-09-18,0.01,11.89,2.025925926
2014-09-19,0.0,13.91,5.777999614291667
2014-09-20,12.98,9.9,22.4917824075
2014-09-21,0.22999999999999998,7.5,29.306741898333332
2014-09-22,0.1,10.030000000000001,5.256346450375
2014-09-23,0.03,9.120000000000001,3.0259259260000007
2014-09-24,0.0,10.15,3.0259259260000007
2014-09-25,0.0,13.36,4.241605581333333
2014-09-26,7.5200000000000005,12.54,9.656905864375
2014-09-27,8.15,11.92,11.796903934958335
2014-09-28,1.8800000000000001,10.639999999999999,3.7693994342083332
2014-09-29,0.09,9.12,231.593176285
2014-09-30,0.0,13.13,1044.5238844875
2014-10-01,0.3,11.65,96.38495645891668
2014-10-02,16.75,4.99,5.457285236583334
2014-10-03,2.2600000000000002,8.01,11.425167181625
2014-10-04,0.02,9.66,6.200758744791667
2014-10-05,0.0,8.8,13.856526492083333
2014-10-06,0.05,11.19,14.6
2014-10-07,0.0,10.9,12.168640689541666
2014-10-08,0.0,9.33,3.7693994342083332
2014-10-09,0.0,8.92,3.0259259260000007
2014-10-10,0.0,8.59,5.247215792125
2014-10-11,0.02,9.01,10.699472735791666
2014-10-12,0.15,13.56,3.705163323083333
2014-10-13,0.0,18.51,2.689814814916667
2014-10-14,0.04,12.03,1.6337384259999999
2014-10-15,0.08,11.51,1.7887731481666667
2014-10-16,0.0,13.02,1.4580439815833335
2014-10-17,0.02,10.92,3.9623199588333335
2014-10-18,0.0,8.19,10.293049125583332
2014-10-19,0.42,7.24,2.6693994342083336
2014-10-20,0.04,5.9,1.925925926
2014-10-21,0.96,11.47,1.925925926
2014-10-22,0.01,10.030000000000001,1.925925926
2014-10-23,0.0,7.95,4.357285236708333
2014-10-24,0.0,7.47,10.325167181666666
2014-10-25,0.0,7.96,2.6693994342083336
2014-10-26,0.03,13.66,3.433368698583333
2014-10-27,0.0,13.86,7.887176890458334
2014-10-28,0.0,7.83,5.1608394417916665
2014-10-29,0.03,6.92,2.744349601416667
2014-10-30,0.0,5.48,2.188038515958333
2014-10-31,0.04,4.26,2.861689814916667
2014-11-01,0.0,5.35,2.925925926
2014-11-02,0.02,10.67,2.925925926
2014-11-03,0.01,10.73,2.925925926
2014-11-04,0.0,8.56,2.925925926
2014-11-05,0.0,7.57,5.357285236583333
2014-11-06,0.0,9.38,14.972206147083334
2014-11-07,0.0,9.16,21.130979938333336
2014-11-08,0.0,6.36,23.270978008750003
2014-11-09,0.0,5.390000000000001,12.812114197458333
2014-11-10,0.0,4.92,3.6693994342083336
2014-11-11,0.0,4.7700000000000005,4.979160236666666
2014-11-12,0.0,9.78,9.640792181208333
2014-11-13,0.0,9.75,2.03745498975
2014-11-14,0.0,6.010000000000001,2.0846064815000003
2014-11-15,0.0,4.180000000000001,2.861689814916667
2014-11-16,0.05,2.02,2.925925926
2014-11-17,0.0,3.5700000000000003,2.925925926
2014-11-18,0.0,4.3,2.925925926
2014-11-19,0.0,3.55,2.925925926
2014-11-20,0.0,4.760000000000001,2.925925926
2014-11-21,0.0,4.3,2.925925926
2014-11-22,0.0,4.18,5.147215792166667
2014-11-23,0.12000000000000001,3.17,10.389403292166667
2014-11-24,0.02,3.96,4.7436406892916665
2014-11-25,0.0,4.2,8.734368570375
2014-11-26,0.0,4.33,0.9693994342083333
2014-11-27,0.0,3.65,2.6572852366666666
2014-11-28,0.0,2.19,9.192354681291667
2014-11-29,0.0,2.5100000000000002,5.927321244791667
2014-11-30,0.0,2.11,11.325167181625
2014-12-01,0.0,4.8,3.6693994342083336
2014-12-02,0.0,6.45,2.925925926
2014-12-03,0.0,5.98,3.802771347791667
2014-12-04,0.0,5.7,6.018049125541666
2014-12-05,0.0,4.9,3.4747813786666666
2014-12-06,0.0,4.41,3.225925926
2014-12-07,0.0,3.41,3.225925926
2014-12-08,0.0,3.31,4.4416055813333335
2014-12-09,0.0,3.59,9.856905864375
2014-12-10,0.0,2.62,11.996903934958333
2014-12-11,0.0,2.62,3.969399434208333
2014-12-12,0.0,3.6,3.225925926
2014-12-13,0.0,3.95,4.4416055813333335
2014-12-14,0.0,2.9000000000000004,9.856905864375
2014-12-15,0.0,2.08,11.996903934958333
2014-12-16,0.0,2.95,3.969399434208333
2014-12-17,0.0,2.97,3.2889467593333332
2014-12-18,0.0,2.24,3.569675926
2014-12-19,0.0,2.24,3.8066550926666665
2014-12-20,0.0,2.83,3.825925926
2014-12-21,0.0,2.68,3.825925926
2014-12-22,0.0,2.7700000000000005,6.257285236833333
2014-12-23,0.0,2.89,13.440846836250001
2014-12-24,0.0,3.07,8.769020062
2014-12-25,0.0,3.05,6.629021990916667
2014-12-26,0.0,2.6,12.225167181875
2014-12-27,0.0,2.68,4.569399434208333
2014-12-28,0.0,2.8600000000000003,3.825925926
2014-12-29,0.0,3.01,3.825925926
2014-12-30,0.0,3.35,4.894556970208334
2014-12-31,0.0,4.68,9.654822530625
2015-01-01,0.0,4.6,11.241869213000001
2015-01-02,0.0,3.3000000000000003,3.1693994342083336
2015-01-03,0.0,3.1100000000000003,2.425925926
2015-01-04,0.0,2.97,2.425925926
2015-01-05,0.0,2.04,2.425925926
2015-01-06,0.0,4.0,4.731243570041666
2015-01-07,0.0,4.01,10.263708848333334
2015-01-08,0.0,3.3,2.5693994342083335
2015-01-09,0.0,2.81,1.825925926
2015-01-10,0.0,3.0,4.257285236708333
2015-01-11,0.0,3.61,10.225167181666666
2015-01-12,0.0,3.47,2.5693994342083335
2015-01-13,0.0,3.38,4.257285236708333
2015-01-14,0.0,2.71,10.225167181666666
2015-01-15,0.0,2.9,5.042772633708333
2015-01-16,0.0,3.33,10.412319958833335
2015-01-17,0.0,3.7600000000000002,2.7693994342083332
2015-01-18,0.0,2.7600000000000002,2.025925926
2015-01-19,2.54,2.45,2.025925926
2015-01-20,0.0,3.24,4.4572852367083335
2015-01-21,0.33000000000000007,2.75,10.425167181666668
2015-01-22,0.0,2.64,2.93745498975
2015-01-23,0.0,3.41,2.7745370370833338
2015-01-24,0.0,3.41,2.825925926
2015-01-25,0.0,2.83,5.257285236583333
2015-01-26,0.0,2.5,11.225167181624998
2015-01-27,0.0,4.21,3.5693994342083335
2015-01-28,0.0,3.72,2.825925926
2015-01-29,0.0,3.04,2.825925926
2015-01-30,0.0,3.92,2.825925926
2015-01-31,0.0,4.23,5.257285236583333
2015-02-01,0.0,3.8000000000000003,11.225167181624998
2015-02-02,0.0,3.98,6.000758744791667
2015-02-03,0.0,4.22,12.440846836250001
2015-02-04,0.0,4.97,7.769020061875
2015-02-05,0.0,5.37,5.629021990666666
2015-02-06,0.0,4.83,11.225167181624998
2015-02-07,0.0,7.04,3.4013438786249997
2015-02-08,0.0,6.8,2.077314814916667
2015-02-09,0.0,5.35,2.1939814815833336
2015-02-10,0.0,5.66,5.205896347666666
2015-02-11,0.0,5.84,13.656526492083332
2015-02-12,0.0,6.2700000000000005,14.4
2015-02-13,0.0,5.680000000000001,11.968640689541667
2015-02-14,0.0,6.08,3.5693994342083335
2015-02-15,0.0,4.32,2.825925926
2015-02-16,0.0,1.4100000000000001,5.257285236583333
2015-02-17,0.0,2.71,13.656526492083332
2015-02-18,0.0,5.79,11.968640689541667
2015-02-19,0.0,5.6,3.5693994342083335
2015-02-20,0.0,4.01,2.825925926
2015-02-21,0.0,2.5,5.257285236583333
2015-02-22,0.0,4.48,11.225167181624998
2015-02-23,0.0,5.3,6.000758744791667
2015-02-24,0.0,5.21,11.225167181624998
2015-02-25,0.0,3.33,3.5693994342083335
2015-02-26,0.0,4.08,2.825925926
2015-02-27,0.0,5.07,5.257285236583333
2015-02-28,0.0,4.7700000000000005,11.225167181624998
2015-03-01,0.0,6.45,3.5693994342083335
2015-03-02,0.0,6.8100000000000005,2.825925926
2015-03-03,0.0,7.95,2.825925926
2015-03-04,0.0,9.13,5.257285236583333
2015-03-05,0.0,7.15,11.225167181624998
2015-03-06,0.0,7.47,3.5693994342083335
2015-03-07,0.0,7.25,2.825925926
2015-03-08,0.0,4.8100000000000005,5.257285236583333
2015-03-09,0.0,7.87,11.225167181624998
2015-03-10,0.0,9.76,3.5693994342083335
2015-03-11,0.0,9.11,2.825925926
2015-03-12,0.0,8.73,5.257285236583333
2015-03-13,0.0,8.52,11.225167181624998
2015-03-14,0.0,8.43,3.5693994342083335
2015-03-15,0.0,8.39,5.257285236583333
2015-03-16,0.0,4.47,11.225167181624998
2015-03-17,3.62,7.36,3.5693994342083335
2015-03-18,0.0,9.33,2.825925926
2015-03-19,0.0,9.040000000000001,5.257285236583333
2015-03-20,0.0,9.81,13.656526492083332
2015-03-21,0.0,10.57,11.968640689541667
2015-03-22,0.0,13.16,3.5693994342083335
2015-03-23,0.0,12.26,3.433765753625
2015-03-24,0.0,10.95,6.141415895041667
2015-03-25,0.33,11.03,9.642774241416666
2015-03-26,0.0,11.87,11.596903934958334
2015-03-27,0.0,14.280000000000001,3.5693994342083335
2015-03-28,0.0,10.08,2.825925926
2015-03-29,0.0,8.760000000000002,5.257285236583333
2015-03-30,0.0,9.12,11.225167181624998
2015-03-31,0.0,3.79,3.5693994342083335
2015-04-01,0.0,8.47,5.257285236583333
2015-04-02,9.44,5.41,13.656526492083332
2015-04-03,8.1,4.8999999999999995,14.4
2015-04-04,0.52,5.26,11.968640689541667
2015-04-05,0.0,6.05,6.000758744791667
2015-04-06,0.01,12.62,11.225167181624998
2015-04-07,0.0,12.57,3.5693994342083335
2015-04-08,0.0,11.58,2.825925926
2015-04-09,0.0,11.370000000000001,2.825925926
2015-04-10,0.0,8.69,5.257285236583333
2015-04-11,6.4,4.68,11.225167181624998
2015-04-12,1.95,4.09,6.000758744791667
2015-04-13,0.21,8.43,11.225167181624998
2015-04-14,0.0,11.3,6.000758744791667
2015-04-15,0.0,13.0,11.225167181624998
2015-04-16,2.12,16.04,6.000758744791667
2015-04-17,0.37,17.42,10.90909047075
2015-04-18,0.04,13.36,2.7935747814166665
2015-04-19,0.0,9.5,6.252535043666666
2015-04-20,0.0,15.86,11.321818737041667
2015-04-21,0.0,15.83,3.5693994342083335
2015-04-22,0.0,16.15,5.257285236583333
2015-04-23,0.0,16.63,11.225167181624998
2015-04-24,0.0,15.74,3.5693994342083335
2015-04-25,0.0,17.43,5.257285236583333
2015-04-26,0.0,19.18,11.225167181624998
2015-04-27,0.0,19.43,3.5693994342083335
2015-04-28,0.01,16.88,5.257285236583333
2015-04-29,0.0,14.459999999999999,11.225167181624998
2015-04-30,0.0,14.99,3.5693994342083335
2015-05-01,0.03,15.51,5.257285236583333
2015-05-02,0.030000000000000002,7.98,11.225167181624998
2015-05-03,0.13,10.46,6.000758744791667
2015-05-04,0.01,19.76,11.225167181624998
2015-05-05,0.0,19.919999999999998,3.5693994342083335
2015-05-06,0.0,17.46,2.825925926
2015-05-07,1.77,11.46,5.257285236583333
2015-05-08,2.4000000000000004,9.39,11.225167181624998
2015-05-09,0.02,13.540000000000001,6.000758744791667
2015-05-10,0.12000000000000001,15.77,11.225167181624998
2015-05-11,28.67,12.26,6.000758744791667
2015-05-12,5.72,8.379999999999999,13.656526492083332
2015-05-13,4.56,14.41,11.968640689541667
2015-05-14,0.0,16.4,6.000758744791667
2015-05-15,0.0,18.39,11.225167181624998
2015-05-16,0.0,19.37,6.000758744791667
2015-05-17,0.0,20.01,11.225167181624998
2015-05-18,7.64,10.63,6.000758744791667
2015-05-19,1.1300000000000001,12.78,11.225167181624998
2015-05-20,2.4499999999999997,17.71,6.000758744791667
2015-05-21,1.12,19.3,11.225167181624998
2015-05-22,0.02,23.48,3.5693994342083335
2015-05-23,0.0,20.3,2.825925926
2015-05-24,0.03,18.669999999999998,5.257285236583333
2015-05-25,0.0,19.36,11.225167181624998
2015-05-26,0.0,21.59,3.5693994342083335
2015-05-27,0.0,19.46,2.825925926
2015-05-28,0.0,19.04,5.257285236583333
2015-05-29,0.11,13.68,11.225167181624998
2015-05-30,0.0,15.21,3.5693994342083335
2015-05-31,0.03,21.84,5.257285236583333
2015-06-01,4.27,18.75,11.225167181624998
2015-06-02,8.53,11.47,3.5693994342083335
2015-06-03,3.44,17.04,5.257285236583333
2015-06-04,0.0,19.13,11.225167181624998
2015-06-05,6.26,12.15,6.000758744791667
2015-06-06,1.05,9.4,11.225167181624998
2015-06-07,2.92,12.350000000000001,6.000758744791667
2015-06-08,11.01,9.89,13.656526492083332
2015-06-09,1.13,9.75,11.884612911791665
2015-06-10,0.9600000000000001,11.29,3.1950938786666665
2015-06-11,5.78,5.81,2.425925926
2015-06-12,1.69,8.0,4.857285236708333
2015-06-13,4.96,10.55,10.825167181749999
2015-06-14,4.2299999999999995,11.15,3.1693994342083336
2015-06-15,1.14,11.93,4.857285236708333
2015-06-16,0.0,13.139999999999999,10.825167181749999
2015-06-17,0.71,14.51,3.1693994342083336
2015-06-18,11.42,10.41,4.857285236708333
2015-06-19,7.39,7.82,13.676665380833333
2015-06-20,2.2,10.1,13.440168467083334
2015-06-21,0.1,11.66,7.600758744833333
2015-06-22,0.04,13.459999999999999,12.825167181666666
2015-06-23,0.0,14.53,5.169399434208333
2015-06-24,0.0,13.34,4.425925926
2015-06-25,0.03,12.18,6.857285236625
2015-06-26,5.970000000000001,11.24,12.825167181666666
2015-06-27,1.7800000000000002,11.12,5.169399434208333
2015-06-28,2.75,13.02,6.857285236625
2015-06-29,5.6,8.65,15.256526492083333
2015-06-30,0.71,9.65,16.0
2015-07-01,2.29,17.21,13.568640689583333
2015-07-02,1.96,16.64,4.791274434208334
2015-07-03,1.4100000000000001,12.549999999999999,2.741550926
2015-07-04,1.3,12.66,2.625925926
2015-07-05,0.81,12.42,5.057285236708333
2015-07-06,0.08,13.65,11.02516718175
2015-07-07,0.01,15.93,3.3693994342083333
2015-07-08,0.17,16.7,2.625925926
2015-07-09,0.0,17.6,2.625925926
2015-07-10,0.36,10.83,4.234992283958333
2015-07-11,3.11,9.44,8.637500000000001
2015-07-12,0.32,6.69,9.750000000583332
2015-07-13,0.13,11.64,8.637500000000001
2015-07-14,0.02,18.53,10.862499999999999
2015-07-15,0.0,16.96,9.200128600666668
2015-07-16,0.11,12.89,25.93677340541667
2015-07-17,0.0,10.23,7.061246141875
2015-07-18,0.0,12.64,9.20034722225
2015-07-19,0.0,15.51,6.5
2015-07-20,0.0,13.77,6.687152777750001
2015-07-21,1.17,11.02,9.387500000000001
2015-07-22,0.05,11.93,9.387500000000001
2015-07-23,10.58,10.41,9.721180556166667
2015-07-24,14.469999999999999,8.05,7.662847222291667
2015-07-25,8.34,8.0,10.178060699458333
2015-07-26,2.57,10.85,8.452494856125
2015-07-27,0.06999999999999999,12.22,13.012500000000001
2015-07-28,8.09,10.59,12.069097221666667
2015-07-29,1.19,9.4,15.217836934166668
2015-07-30,33.29,5.59,23.59305555541667
2015-07-31,8.72,6.12,21.618621399583333
2015-08-01,1.68,7.49,13.9559027775
2015-08-02,34.24,7.78,29.114493312916665
2015-08-03,8.27,7.38,80.80632715833333
2015-08-04,73.41,7.36,325.99908693333333
2015-08-05,9.27,12.53,187.82483281666669
2015-08-06,23.71,7.7,118.5679269625
2015-08-07,12.1,3.7600000000000002,102.2074588525
2015-08-08,12.49,7.05,167.93238168333332
2015-08-09,0.86,10.34,130.01224279166667
2015-08-10,0.0,12.42,87.13689557625001
2015-08-11,0.0,13.9,57.070486110833336
2015-08-12,0.0,14.37,47.437043466666665
2015-08-13,0.0,14.709999999999999,35.00310571125
2015-08-14,0.0,13.93,26.19062500041667
2015-08-15,0.18000000000000002,12.36,28.299652777916666
2015-08-16,0.04,12.48,28.94131944375
2015-08-17,0.0,13.79,29.438194444999997
2015-08-18,0.02,13.3,26.57638888958333
2015-08-19,4.33,11.71,26.4495241775
2015-08-20,4.7700000000000005,10.040000000000001,18.4777777775
2015-08-21,2.42,8.93,17.271984310416666
2015-08-22,0.35,11.71,21.358963477083332
2015-08-23,3.79,11.99,13.231777262916665
2015-08-24,6.93,10.780000000000001,20.84067000958333
2015-08-25,4.33,7.78,19.962506430833333
2015-08-26,0.62,11.51,14.181082819166667
2015-08-27,0.32,15.07,18.85063014375
2015-08-28,2.79,10.18,11.143473507916667
2015-08-29,0.12,9.4,12.831359310416666
2015-08-30,1.18,11.180000000000001,18.799241254583333
2015-08-31,1.72,9.69,13.99497170875
2015-09-01,1.26,8.78,21.02788708875
2015-09-02,5.25,7.88,14.734272119166667
2015-09-03,0.42,10.16,14.1
2015-09-04,0.52,13.56,11.668640689666667
2015-09-05,1.6,12.370000000000001,5.700758744916667
2015-09-06,0.02,13.52,13.356526492083333
2015-09-07,0.01,14.190000000000001,14.226041666666667
2015-09-08,0.0,13.110000000000001,12.230099022875
2015-09-09,0.08,11.99,6.3007587447916675
2015-09-10,0.0,14.85,11.525167181625001
2015-09-11,0.48000000000000004,15.65,6.3007587447916675
2015-09-12,0.21,13.33,12.029333848333332
2015-09-13,0.0,13.71,8.546592078333333
2015-09-14,0.0,13.49,13.925167181833332
2015-09-15,0.060000000000000005,10.66,6.269399434208334
2015-09-16,0.02,10.39,7.957285236791667
2015-09-17,0.03,11.3,13.925167181833332
2015-09-18,2.54,10.8,6.269399434208334
2015-09-19,0.08,12.97,7.957285236791667
2015-09-20,0.30000000000000004,14.26,13.925167181833332
2015-09-21,0.0,14.0,6.269399434208334
2015-09-22,0.0,14.25,7.957285236791667
