date,prcp(mm/day),petpt(mm/day),petfao56(mm/day),streamflow(ft3/s)
1995-01-30,0.0,0.14,0.47,1630.0
1995-01-31,6.49,0.13,0.56,1550.0
1995-02-01,2.47,0.18,0.73,1480.0
1995-02-02,0.0,0.17,0.37,1410.0
1995-02-03,0.0,0.13,0.4,1370.0
1995-02-04,17.79,0.14,0.53,1320.0
1995-02-05,8.42,0.18,0.51,1270.0
1995-02-06,0.0,0.12,0.16,1220.0
1995-02-07,0.0,0.13,0.2,1180.0
1995-02-08,0.0,0.16,0.38,1130.0
1995-02-09,0.5,0.22,0.62,1090.0
1995-02-10,0.85,0.23,0.47,1050.0
1995-02-11,0.15,0.32,0.93,1020.0
1995-02-12,0.0,0.24,0.3,990.0
1995-02-13,0.0,0.27,0.59,960.0
1995-02-14,0.0,0.29,0.6,930.0
1995-02-15,8.22,0.28,0.99,900.0
1995-02-16,0.0,0.41,0.92,870.0
1995-02-17,0.0,0.37,0.77,850.0
1995-02-18,0.0,0.42,0.87,830.0
1995-02-19,0.0,0.57,1.37,800.0
1995-02-20,0.0,0.46,0.79,775.0
1995-02-21,0.0,0.43,0.63,755.0
1995-02-22,0.0,0.41,0.7,735.0
1995-02-23,3.77,0.44,1.05,720.0
1995-02-24,11.61,0.53,0.85,700.0
1995-02-25,0.0,0.35,0.39,690.0
1995-02-26,0.0,0.31,0.38,670.0
1995-02-27,2.87,0.27,0.54,650.0
1995-02-28,3.26,0.4,0.67,640.0
1995-03-01,1.66,0.53,0.65,625.0
1995-03-02,0.0,0.51,0.61,610.0
1995-03-03,0.0,0.56,0.9,600.0
1995-03-04,0.0,0.77,1.36,590.0
1995-03-05,9.54,0.57,1.01,580.0
1995-03-06,10.55,0.46,0.54,570.0
1995-03-07,4.53,0.71,1.28,560.0
1995-03-08,13.36,0.98,1.76,555.0
1995-03-09,6.1,0.51,0.53,550.0
1995-03-10,0.0,0.54,0.55,545.0
1995-03-11,0.0,0.75,0.94,542.0
1995-03-12,0.0,0.92,1.29,550.0
1995-03-13,0.0,1.14,1.46,590.0
1995-03-14,0.0,0.85,0.79,640.0
1995-03-15,0.0,0.9,0.82,640.0
1995-03-16,4.18,0.65,0.63,642.0
1995-03-17,1.28,0.53,0.45,638.0
1995-03-18,0.0,1.03,0.96,630.0
1995-03-19,0.0,1.46,1.62,627.0
1995-03-20,1.39,1.88,2.25,635.0
1995-03-21,4.28,1.44,1.84,640.0
1995-03-22,2.3,0.83,0.74,686.0
1995-03-23,0.2,0.85,0.69,740.0
1995-03-24,0.02,0.92,0.78,779.0
1995-03-25,0.11,1.0,0.84,822.0
1995-03-26,0.0,1.04,0.86,848.0
1995-03-27,0.0,1.48,1.37,872.0
1995-03-28,0.0,2.02,2.0,885.0
1995-03-29,0.0,2.34,2.39,904.0
1995-03-30,0.0,2.41,2.4,938.0
1995-03-31,5.06,1.16,1.04,979.0
1995-04-01,0.0,1.31,1.09,1020.0
1995-04-02,0.0,1.84,1.66,1050.0
1995-04-03,0.0,2.52,2.46,1070.0
1995-04-04,6.35,1.6,1.56,1110.0
1995-04-05,0.01,0.95,0.74,1130.0
1995-04-06,0.0,1.99,1.76,1140.0
1995-04-07,0.0,2.33,2.04,1140.0
1995-04-08,0.0,2.8,2.66,1140.0
1995-04-09,0.17,2.22,1.93,1150.0
1995-04-10,0.0,2.28,1.95,1140.0
1995-04-11,0.0,2.76,2.4,1150.0
1995-04-12,6.22,1.89,1.7,1160.0
1995-04-13,4.71,2.3,2.17,1210.0
1995-04-14,5.8,1.61,1.36,1310.0
1995-04-15,1.48,1.61,1.26,1440.0
1995-04-16,0.0,2.34,1.91,1600.0
1995-04-17,0.0,2.6,2.17,1750.0
1995-04-18,0.0,3.15,2.71,1980.0
1995-04-19,9.14,2.34,2.21,2290.0
1995-04-20,0.83,2.89,2.43,2810.0
1995-04-21,2.9,2.84,2.81,3370.0
1995-04-22,4.15,1.86,1.57,4180.0
1995-04-23,0.0,1.59,1.19,4860.0
1995-04-24,0.0,2.8,2.31,5180.0
1995-04-25,0.0,2.72,2.23,5380.0
1995-04-26,0.0,3.59,3.14,5400.0
1995-04-27,0.0,3.8,3.36,5500.0
1995-04-28,5.67,2.86,2.8,5670.0
1995-04-29,1.68,2.07,1.65,5930.0
1995-04-30,0.0,4.11,3.65,6040.0
1995-05-01,0.0,4.74,4.51,6220.0
1995-05-02,0.0,4.86,4.75,6480.0
1995-05-03,0.0,4.83,4.63,6660.0
1995-05-04,0.0,4.93,4.78,6770.0
1995-05-05,0.46,4.86,4.92,6780.0
1995-05-06,4.31,2.17,1.85,6690.0
1995-05-07,4.88,2.17,1.85,6460.0
1995-05-08,0.0,4.17,3.75,6230.0
1995-05-09,0.0,4.94,4.77,5970.0
1995-05-10,0.0,5.22,5.25,5700.0
1995-05-11,0.84,4.99,4.83,5420.0
1995-05-12,3.48,2.41,2.08,5160.0
1995-05-13,0.0,4.23,3.88,4910.0
1995-05-14,0.0,4.74,4.59,4620.0
1995-05-15,0.0,3.86,3.43,4350.0
1995-05-16,4.51,2.03,1.71,4060.0
1995-05-17,10.88,2.87,2.56,3830.0
1995-05-18,4.85,1.82,1.49,3820.0
1995-05-19,2.35,2.94,2.52,3720.0
1995-05-20,1.46,3.93,3.56,3580.0
1995-05-21,5.86,3.96,4.07,3450.0
1995-05-22,3.77,3.05,2.69,3340.0
1995-05-23,7.72,3.9,3.89,3200.0
1995-05-24,4.11,2.73,2.41,3130.0
1995-05-25,0.0,4.75,4.38,3000.0
1995-05-26,0.0,5.28,5.13,2860.0
1995-05-27,3.0,4.3,4.13,2720.0
1995-05-28,3.95,4.74,4.8,2590.0
1995-05-29,18.59,2.01,1.69,2500.0
1995-05-30,0.62,2.51,2.02,2550.0
1995-05-31,0.96,5.31,5.19,2450.0
1995-06-01,0.0,6.45,6.78,2360.0
1995-06-02,9.66,4.52,4.57,2260.0
1995-06-03,6.98,2.85,2.52,2220.0
1995-06-04,0.0,5.34,5.06,2150.0
1995-06-05,1.79,2.76,2.27,2070.0
1995-06-06,0.0,4.9,4.51,1990.0
1995-06-07,0.83,5.61,5.86,1920.0
1995-06-08,0.0,4.1,3.53,1780.0
1995-06-09,0.0,5.1,4.94,1700.0
1995-06-10,4.79,4.6,5.07,1620.0
1995-06-11,12.61,2.5,2.16,1570.0
1995-06-12,3.53,3.35,2.93,1560.0
1995-06-13,0.0,5.42,5.48,1480.0
1995-06-14,0.0,4.8,4.47,1390.0
1995-06-15,0.0,4.6,4.25,1310.0
1995-06-16,2.2,4.83,5.58,1250.0
1995-06-17,0.21,4.74,4.55,1190.0
1995-06-18,4.9,4.8,5.33,1150.0
1995-06-19,0.0,5.61,5.83,1080.0
1995-06-20,0.0,4.71,4.6,992.0
1995-06-21,0.0,4.99,5.35,931.0
1995-06-22,0.0,5.38,6.01,885.0
1995-06-23,0.0,5.57,6.44,833.0
1995-06-24,0.0,5.72,6.35,790.0
1995-06-25,4.33,4.45,4.85,749.0
1995-06-26,0.0,4.37,4.18,735.0
1995-06-27,0.0,5.02,5.42,696.0
1995-06-28,0.0,5.41,6.1,649.0
1995-06-29,0.0,5.28,5.75,614.0
1995-06-30,0.02,5.06,5.38,582.0
1995-07-01,9.94,3.36,3.5,562.0
1995-07-02,3.97,3.1,3.1,617.0
1995-07-03,0.0,4.06,3.87,545.0
1995-07-04,0.0,5.06,5.47,508.0
1995-07-05,0.0,5.42,6.39,477.0
1995-07-06,0.0,5.25,5.71,455.0
1995-07-07,6.44,3.62,3.96,435.0
1995-07-08,14.56,2.86,2.95,441.0
1995-07-09,0.19,2.72,2.48,504.0
1995-07-10,1.28,3.76,3.62,459.0
1995-07-11,0.0,4.74,4.95,427.0
1995-07-12,0.0,4.8,5.11,402.0
1995-07-13,2.5,3.72,3.95,386.0
1995-07-14,0.09,4.02,3.97,357.0
1995-07-15,0.0,3.97,3.87,328.0
1995-07-16,0.0,4.27,4.26,302.0
1995-07-17,3.99,2.97,3.07,293.0
1995-07-18,3.99,1.56,1.47,293.0
1995-07-19,1.16,3.7,3.61,281.0
1995-07-20,14.08,3.46,3.74,263.0
1995-07-21,3.49,3.56,3.66,290.0
1995-07-22,0.0,4.81,5.1,291.0
1995-07-23,27.02,3.83,4.29,290.0
1995-07-24,0.0,4.01,3.85,501.0
1995-07-25,0.0,4.84,4.98,448.0
1995-07-26,6.8,2.98,3.05,414.0
1995-07-27,0.0,4.12,3.97,405.0
1995-07-28,0.0,4.73,4.84,388.0
1995-07-29,7.42,2.61,2.56,383.0
1995-07-30,0.0,3.87,3.65,364.0
1995-07-31,0.0,5.05,5.7,338.0
1995-08-01,3.05,3.89,4.46,319.0
1995-08-02,0.0,4.23,4.22,304.0
1995-08-03,5.8,3.68,4.25,294.0
1995-08-04,9.12,2.53,2.49,293.0
1995-08-05,0.0,3.75,3.57,274.0
1995-08-06,0.0,4.34,4.45,261.0
1995-08-07,0.0,4.55,5.22,249.0
1995-08-08,0.0,4.65,5.54,239.0
1995-08-09,0.0,4.7,5.46,229.0
1995-08-10,0.0,4.76,5.65,220.0
1995-08-11,0.0,4.56,5.16,212.0
1995-08-12,9.05,2.53,2.66,207.0
1995-08-13,0.0,3.37,3.33,201.0
1995-08-14,0.0,4.04,4.45,192.0
1995-08-15,8.48,2.6,2.79,189.0
1995-08-16,0.0,3.92,4.14,179.0
1995-08-17,0.0,3.75,4.0,163.0
1995-08-18,0.0,3.33,3.45,151.0
1995-08-19,0.0,3.71,4.45,141.0
1995-08-20,0.0,4.0,5.1,135.0
1995-08-21,0.0,3.98,4.59,128.0
1995-08-22,3.26,2.29,2.45,116.0
1995-08-23,12.17,2.52,2.95,106.0
1995-08-24,5.84,2.03,2.18,116.0
1995-08-25,0.0,2.82,2.94,105.0
1995-08-26,0.51,2.98,3.38,101.0
1995-08-27,0.06,2.81,2.98,99.0
1995-08-28,0.0,3.1,3.84,93.0
1995-08-29,4.2,2.54,3.33,90.0
1995-08-30,0.69,2.35,2.47,90.0
1995-08-31,4.61,2.29,2.9,88.0
1995-09-01,0.8,2.33,2.48,89.0
1995-09-02,0.0,2.64,3.01,85.0
1995-09-03,0.0,2.81,3.74,80.0
1995-09-04,0.0,2.89,3.86,76.0
1995-09-05,4.61,2.4,3.55,73.0
1995-09-06,0.0,2.49,2.99,69.0
1995-09-07,13.55,1.99,2.58,71.0
1995-09-08,0.0,2.26,2.77,78.0
1995-09-09,0.53,2.15,2.6,73.0
1995-09-10,0.0,1.8,1.92,69.0
1995-09-11,0.0,2.0,2.35,65.0
1995-09-12,0.0,2.54,3.66,63.0
1995-09-13,4.27,1.96,2.64,62.0
1995-09-14,6.62,1.47,1.72,63.0
1995-09-15,0.0,1.75,2.01,64.0
1995-09-16,0.0,1.97,2.77,63.0
1995-09-17,10.44,1.59,2.14,62.0
1995-09-18,0.59,1.59,1.82,71.0
1995-09-19,0.0,1.91,2.88,67.0
1995-09-20,0.0,1.78,2.31,65.0
1995-09-21,0.0,1.94,2.8,63.0
1995-09-22,6.15,1.48,2.0,62.0
1995-09-23,0.85,1.25,1.37,62.0
1995-09-24,0.0,1.55,2.36,59.0
1995-09-25,0.0,1.55,2.4,57.0
1995-09-26,3.69,1.13,1.51,55.0
1995-09-27,4.33,1.19,1.55,55.0
1995-09-28,0.13,1.12,1.26,54.0
1995-09-29,0.0,1.38,2.29,50.0
1995-09-30,0.0,1.48,3.12,49.0
1995-10-01,0.0,1.51,3.21,48.0
1995-10-02,0.0,1.47,3.26,46.0
1995-10-03,0.0,1.33,2.06,43.0
1995-10-04,3.28,0.67,0.82,42.0
1995-10-05,0.0,1.14,1.53,42.0
1995-10-06,5.17,0.84,1.07,42.0
1995-10-07,10.43,0.87,1.1,42.0
1995-10-08,6.48,0.95,1.22,53.0
1995-10-09,1.91,0.77,0.88,59.0
1995-10-10,1.05,0.85,0.94,58.0
1995-10-11,5.63,0.84,1.07,58.0
1995-10-12,0.6,1.13,2.06,60.0
1995-10-13,0.0,1.1,2.14,58.0
1995-10-14,11.96,1.03,2.53,57.0
1995-10-15,5.67,0.85,1.19,77.0
1995-10-16,0.45,0.69,0.78,90.0
1995-10-17,0.24,0.73,0.99,77.0
1995-10-18,0.0,0.78,1.67,73.0
1995-10-19,0.0,0.73,1.31,70.0
1995-10-20,0.0,0.7,1.56,66.0
1995-10-21,15.2,0.8,1.7,67.0
1995-10-22,5.49,0.81,1.41,102.0
1995-10-23,0.0,0.7,1.24,137.0
1995-10-24,1.55,0.61,2.05,123.0
1995-10-25,0.0,0.65,1.21,119.0
1995-10-26,0.0,0.52,1.25,110.0
1995-10-27,19.39,0.54,1.39,109.0
1995-10-28,45.03,0.62,1.42,313.0
1995-10-29,3.35,0.58,0.85,628.0
1995-10-30,0.0,0.45,0.53,529.0
1995-10-31,0.0,0.38,0.72,546.0
1995-11-01,0.0,0.34,0.82,576.0
1995-11-02,12.71,0.35,0.68,621.0
1995-11-03,8.33,0.43,0.79,730.0
1995-11-04,2.66,0.41,0.68,844.0
1995-11-05,0.0,0.31,0.61,875.0
1995-11-06,0.0,0.28,0.77,915.0
1995-11-07,21.39,0.35,0.94,974.0
1995-11-08,9.21,0.39,0.56,1250.0
1995-11-09,0.0,0.29,0.4,1370.0
1995-11-10,0.22,0.17,0.64,1450.0
1995-11-11,4.53,0.18,1.51,1530.0
1995-11-12,10.55,0.26,1.42,1690.0
1995-11-13,0.0,0.26,0.48,1790.0
1995-11-14,12.15,0.27,0.63,1830.0
1995-11-15,23.54,0.26,1.02,2260.0
1995-11-16,0.0,0.33,0.61,3000.0
1995-11-17,0.0,0.3,0.41,3350.0
1995-11-18,0.0,0.16,0.5,3560.0
1995-11-19,1.42,0.18,0.47,3600.0
1995-11-20,2.57,0.25,0.48,3570.0
1995-11-21,5.38,0.22,0.34,3510.0
1995-11-22,1.43,0.21,0.3,3400.0
1995-11-23,1.14,0.25,0.35,3260.0
1995-11-24,0.0,0.19,0.33,3070.0
1995-11-25,0.0,0.0,0.55,2870.0
1995-11-26,0.0,-0.02,0.66,2680.0
1995-11-27,5.27,0.09,0.41,2480.0
1995-11-28,6.31,0.13,0.38,2340.0
1995-11-29,0.0,0.08,0.27,2190.0
1995-11-30,0.0,-0.01,0.43,2030.0
1995-12-01,5.33,0.04,0.56,1920.0
1995-12-02,0.25,0.06,0.33,1810.0
1995-12-03,3.08,0.06,0.36,1690.0
1995-12-04,0.53,-0.02,0.44,1610.0
1995-12-05,1.74,0.03,0.35,1520.0
1995-12-06,5.19,0.04,0.56,1450.0
1995-12-07,0.0,0.01,0.36,1380.0
1995-12-08,0.0,-0.01,0.35,1290.0
1995-12-09,10.57,0.01,0.59,1220.0
1995-12-10,5.7,0.02,0.52,1170.0
1995-12-11,0.0,0.03,0.22,1120.0
1995-12-12,0.0,0.03,0.21,1070.0
1995-12-13,0.0,-0.01,0.31,1010.0
1995-12-14,1.85,0.0,0.33,975.0
1995-12-15,0.45,-0.0,0.34,941.0
1995-12-16,0.0,0.03,0.3,916.0
1995-12-17,0.0,-0.05,0.46,863.0
1995-12-18,0.12,-0.01,0.38,830.0
1995-12-19,0.0,0.04,0.32,806.0
1995-12-20,8.26,0.0,0.7,775.0
1995-12-21,1.8,0.06,0.52,750.0
1995-12-22,0.0,0.15,0.26,743.0
1995-12-23,0.0,0.17,0.29,731.0
1995-12-24,0.0,0.08,0.14,710.0
1995-12-25,6.72,0.06,0.13,687.0
1995-12-26,5.53,0.17,0.47,685.0
1995-12-27,0.0,0.15,0.41,675.0
1995-12-28,0.0,0.19,0.31,661.0
1995-12-29,0.0,0.08,0.29,638.0
1995-12-30,0.73,-0.03,0.4,591.0
1995-12-31,0.0,-0.01,0.34,584.0
1996-01-01,0.0,0.02,0.29,570.0
1996-01-02,0.0,0.02,0.24,560.0
1996-01-03,0.0,0.03,0.15,552.0
1996-01-04,0.0,0.04,0.2,541.0
1996-01-05,0.0,0.06,0.15,535.0
1996-01-06,0.0,0.05,0.22,525.0
1996-01-07,0.0,0.02,0.32,515.0
1996-01-08,0.0,0.02,0.3,505.0
1996-01-09,0.0,0.02,0.36,495.0
1996-01-10,3.96,0.12,0.35,485.0
1996-01-11,0.0,0.09,0.35,475.0
1996-01-12,8.19,0.06,0.56,468.0
1996-01-13,5.04,0.09,0.63,458.0
1996-01-14,6.3,0.05,0.72,450.0
1996-01-15,0.0,0.06,0.27,440.0
1996-01-16,3.65,0.04,0.92,435.0
1996-01-17,2.46,0.02,1.39,430.0
1996-01-18,0.0,0.3,0.67,422.0
1996-01-19,16.45,0.34,0.96,420.0
1996-01-20,0.0,0.17,0.47,425.0
1996-01-21,0.0,0.11,0.31,445.0
1996-01-22,0.0,0.07,0.66,470.0
1996-01-23,1.74,0.21,0.59,600.0
1996-01-24,20.46,0.29,0.91,840.0
1996-01-25,0.0,0.23,0.38,1100.0
1996-01-26,0.01,0.1,0.53,1400.0
1996-01-27,35.97,0.12,1.29,1800.0
1996-01-28,1.65,0.23,0.52,2050.0
1996-01-29,1.38,0.12,0.36,2270.0
1996-01-30,6.0,0.15,0.57,2380.0
1996-01-31,0.0,0.13,0.42,2490.0
1996-02-01,0.0,0.12,0.28,2520.0
1996-02-02,0.0,0.11,0.49,2500.0
1996-02-03,0.0,0.13,0.24,2440.0
1996-02-04,0.0,0.1,0.28,2350.0
1996-02-05,0.0,0.12,0.35,2260.0
1996-02-06,0.0,0.15,0.44,2150.0
1996-02-07,1.35,0.17,0.77,2080.0
1996-02-08,4.42,0.28,0.87,1980.0
1996-02-09,10.96,0.3,0.41,1870.0
1996-02-10,0.03,0.36,0.46,1820.0
1996-02-11,5.04,0.25,0.56,1730.0
1996-02-12,0.0,0.24,0.34,1660.0
1996-02-13,0.0,0.17,0.28,1570.0
1996-02-14,0.0,0.2,0.49,1490.0
1996-02-15,0.0,0.25,0.61,1410.0
1996-02-16,5.24,0.27,0.77,1320.0
1996-02-17,7.28,0.31,0.53,1250.0
1996-02-18,0.0,0.32,0.44,1210.0
1996-02-19,0.0,0.35,0.84,1160.0
1996-02-20,2.54,0.45,1.37,1110.0
1996-02-21,8.03,0.64,0.94,1080.0
1996-02-22,7.16,0.45,0.54,1210.0
1996-02-23,4.29,0.55,0.65,1320.0
1996-02-24,19.34,0.38,0.44,1400.0
1996-02-25,6.47,0.35,0.39,1720.0
1996-02-26,0.0,0.48,0.45,1910.0
1996-02-27,2.26,0.62,0.78,2000.0
1996-02-28,3.11,0.48,0.5,2100.0
1996-02-29,0.0,0.45,0.48,2140.0
1996-03-01,0.0,0.57,0.79,2160.0
1996-03-02,7.85,0.57,1.0,2160.0
1996-03-03,3.67,0.64,0.95,2170.0
1996-03-04,0.0,0.49,0.5,2120.0
1996-03-05,0.0,0.58,0.68,2070.0
1996-03-06,0.0,0.68,0.86,1980.0
1996-03-07,0.0,0.6,0.69,1910.0
1996-03-08,6.15,0.48,0.49,1840.0
1996-03-09,0.0,0.48,0.42,1800.0
1996-03-10,0.0,0.89,1.22,1730.0
1996-03-11,0.0,1.23,1.67,1650.0
1996-03-12,0.0,1.53,2.1,1560.0
1996-03-13,0.0,1.66,2.27,1500.0
1996-03-14,0.3,1.51,1.88,1450.0
1996-03-15,1.14,0.97,0.91,1420.0
1996-03-16,0.01,0.78,0.67,1380.0
1996-03-17,0.0,0.83,0.73,1320.0
1996-03-18,0.0,1.47,1.62,1280.0
1996-03-19,0.0,1.92,2.4,1230.0
1996-03-20,8.24,1.04,1.04,1190.0
1996-03-21,4.18,0.9,0.79,1180.0
1996-03-22,1.79,1.12,0.97,1180.0
1996-03-23,0.71,1.02,0.84,1160.0
1996-03-24,0.0,1.36,1.23,1120.0
1996-03-25,1.77,1.79,1.85,1090.0
1996-03-26,0.68,1.7,1.62,1080.0
1996-03-27,0.0,0.92,0.75,1060.0
1996-03-28,0.0,1.36,1.27,1030.0
1996-03-29,0.0,1.56,1.49,997.0
1996-03-30,0.0,1.44,1.31,967.0
1996-03-31,0.0,1.78,1.7,948.0
1996-04-01,0.1,2.6,2.79,939.0
1996-04-02,3.81,1.14,1.01,940.0
1996-04-03,0.0,1.12,0.9,921.0
1996-04-04,0.0,1.6,1.38,903.0
1996-04-05,0.28,2.18,2.04,895.0
1996-04-06,0.0,1.58,1.29,900.0
1996-04-07,0.0,2.24,2.02,917.0
1996-04-08,3.71,1.75,1.68,935.0
1996-04-09,3.64,1.35,1.16,949.0
1996-04-10,17.86,0.74,0.57,975.0
1996-04-11,3.78,1.42,1.14,1070.0
1996-04-12,0.0,2.51,2.13,1090.0
1996-04-13,0.0,2.59,2.19,1100.0
1996-04-14,2.57,1.81,1.49,1130.0
1996-04-15,0.0,2.87,2.46,1150.0
1996-04-16,11.88,1.49,1.21,1200.0
1996-04-17,5.86,1.34,1.06,1510.0
1996-04-18,1.63,2.13,1.7,1880.0
1996-04-19,0.24,3.66,3.24,2400.0
1996-04-20,10.76,3.02,3.26,3000.0
1996-04-21,0.99,3.53,3.1,3800.0
1996-04-22,3.04,3.07,3.28,5100.0
1996-04-23,10.46,2.51,2.23,6650.0
1996-04-24,5.38,1.8,1.48,8320.0
1996-04-25,5.04,2.47,2.23,9050.0
1996-04-26,8.79,3.22,3.39,9240.0
1996-04-27,4.26,2.97,2.66,10300.0
1996-04-28,0.0,3.5,2.98,10800.0
1996-04-29,0.0,4.2,3.87,10400.0
1996-04-30,6.01,2.67,2.44,9860.0
1996-05-01,4.06,3.08,2.81,9580.0
1996-05-02,0.31,4.16,3.75,9400.0
1996-05-03,0.02,4.65,4.53,9080.0
1996-05-04,0.0,4.14,3.67,8590.0
1996-05-05,0.0,3.35,2.78,8090.0
1996-05-06,0.0,3.66,3.14,7560.0
1996-05-07,0.0,4.6,4.58,7010.0
1996-05-08,0.0,4.5,4.12,6510.0
1996-05-09,0.0,4.79,5.09,6050.0
1996-05-10,4.55,3.04,2.89,5640.0
1996-05-11,17.47,1.44,1.18,5250.0
1996-05-12,17.11,0.88,0.68,5270.0
1996-05-13,2.79,2.41,2.02,5360.0
1996-05-14,0.0,3.96,3.51,5360.0
1996-05-15,0.0,4.17,3.75,5280.0
1996-05-16,0.0,5.06,5.07,5160.0
1996-05-17,0.0,4.69,4.44,5030.0
1996-05-18,11.43,3.94,4.18,4830.0
1996-05-19,15.14,1.32,1.12,4820.0
1996-05-20,4.21,1.81,1.56,5050.0
1996-05-21,6.18,2.66,2.41,5140.0
1996-05-22,2.28,4.12,3.87,5260.0
1996-05-23,3.76,3.38,3.17,5220.0
1996-05-24,0.0,3.57,3.06,5100.0
1996-05-25,0.0,2.73,2.21,4840.0
1996-05-26,0.0,3.17,2.63,4570.0
1996-05-27,0.0,4.29,3.92,4260.0
1996-05-28,5.28,3.66,3.85,3980.0
1996-05-29,6.52,2.71,2.48,3720.0
1996-05-30,3.72,3.05,2.81,3500.0
1996-05-31,0.0,4.96,5.19,3290.0
1996-06-01,0.0,5.37,6.22,3080.0
1996-06-02,0.0,5.6,6.28,2880.0
1996-06-03,0.4,5.28,5.47,2650.0
1996-06-04,8.21,3.8,3.89,2430.0
1996-06-05,10.75,3.41,3.42,2270.0
1996-06-06,0.0,4.4,4.09,2290.0
1996-06-07,4.09,2.33,2.12,2280.0
1996-06-08,0.0,4.74,4.55,2230.0
1996-06-09,0.0,5.14,5.54,2160.0
1996-06-10,0.0,4.79,4.61,2070.0
1996-06-11,0.0,5.7,6.01,1960.0
1996-06-12,18.9,4.34,4.84,1900.0
1996-06-13,13.67,3.56,3.67,2330.0
1996-06-14,4.54,2.79,2.7,2120.0
1996-06-15,1.81,3.59,3.44,1970.0
1996-06-16,2.66,3.97,3.97,1860.0
1996-06-17,2.76,3.77,3.68,1800.0
1996-06-18,0.0,4.62,4.42,1710.0
1996-06-19,0.0,5.22,5.68,1620.0
1996-06-20,0.0,4.47,4.27,1530.0
1996-06-21,10.95,1.54,1.37,1470.0
1996-06-22,3.98,2.54,2.35,1430.0
1996-06-23,3.38,1.88,1.66,1370.0
1996-06-24,7.46,2.4,2.2,1310.0
1996-06-25,14.2,2.25,2.06,1350.0
1996-06-26,2.22,3.47,3.25,1440.0
1996-06-27,0.0,4.7,4.54,1410.0
1996-06-28,0.0,4.97,5.05,1390.0
1996-06-29,0.0,5.11,5.32,1350.0
1996-06-30,1.47,4.1,3.91,1300.0
1996-07-01,0.0,4.92,4.75,1240.0
1996-07-02,1.64,5.15,5.16,1160.0
1996-07-03,3.66,4.09,4.1,1100.0
1996-07-04,18.83,2.3,2.12,1080.0
1996-07-05,9.3,2.5,2.33,1150.0
1996-07-06,10.1,2.94,2.78,1300.0
1996-07-07,9.08,3.74,3.95,1310.0
1996-07-08,5.89,3.07,2.96,1290.0
1996-07-09,10.62,3.01,2.87,1340.0
1996-07-10,3.61,3.27,3.09,1510.0
1996-07-11,0.2,4.8,4.57,1620.0
1996-07-12,0.0,4.93,4.69,1640.0
1996-07-13,18.04,3.72,3.76,1630.0
1996-07-14,0.42,4.84,4.6,1730.0
1996-07-15,13.69,2.87,2.72,1800.0
1996-07-16,0.0,4.19,3.82,2010.0
1996-07-17,0.0,4.15,3.76,1960.0
1996-07-18,0.0,4.56,4.22,1910.0
1996-07-19,34.95,3.63,3.64,1910.0
1996-07-20,11.74,2.14,1.87,2370.0
1996-07-21,3.39,2.48,2.13,2420.0
1996-07-22,0.0,4.65,4.5,2450.0
1996-07-23,6.47,4.08,4.44,2440.0
1996-07-24,0.0,4.32,4.01,2460.0
1996-07-25,0.0,3.57,3.2,2500.0
1996-07-26,3.75,2.21,2.03,2580.0
1996-07-27,1.66,3.8,3.6,2650.0
1996-07-28,0.0,4.06,3.7,2580.0
1996-07-29,0.0,4.7,4.93,2460.0
1996-07-30,0.0,4.77,4.9,2300.0
1996-07-31,1.62,4.29,4.54,2170.0
1996-08-01,4.37,1.57,1.4,2030.0
1996-08-02,0.0,3.62,3.24,1900.0
1996-08-03,0.09,4.55,4.49,1760.0
1996-08-04,0.0,4.74,4.83,1650.0
1996-08-05,0.0,4.89,5.21,1490.0
1996-08-06,0.0,4.96,5.42,1350.0
1996-08-07,0.0,4.76,5.02,1280.0
1996-08-08,7.37,3.19,3.36,1180.0
1996-08-09,9.68,2.82,2.88,1130.0
1996-08-10,0.07,3.38,3.15,1060.0
1996-08-11,0.0,3.71,3.68,977.0
1996-08-12,0.0,4.02,4.43,924.0
1996-08-13,0.0,4.06,4.26,865.0
1996-08-14,0.0,3.7,3.7,785.0
1996-08-15,0.0,3.96,4.54,733.0
1996-08-16,3.21,2.82,3.14,696.0
1996-08-17,3.96,2.82,3.03,660.0
1996-08-18,12.37,2.39,2.48,646.0
1996-08-19,0.0,3.5,3.74,647.0
1996-08-20,5.73,3.08,4.0,611.0
1996-08-21,4.18,2.44,2.64,598.0
1996-08-22,2.04,3.29,3.76,586.0
1996-08-23,10.07,2.44,2.68,576.0
1996-08-24,0.0,3.25,3.43,570.0
1996-08-25,7.84,2.75,3.42,565.0
1996-08-26,0.51,2.75,2.87,546.0
1996-08-27,0.21,2.81,2.99,510.0
1996-08-28,0.0,3.22,3.91,482.0
1996-08-29,2.01,2.79,3.22,461.0
1996-08-30,0.6,2.54,2.65,432.0
1996-08-31,0.01,2.97,3.33,413.0
1996-09-01,0.0,3.21,3.76,401.0
1996-09-02,0.0,2.85,3.17,391.0
1996-09-03,0.0,2.72,3.07,366.0
1996-09-04,0.0,3.12,4.38,346.0
1996-09-05,0.4,3.11,4.01,333.0
1996-09-06,0.0,2.62,2.96,313.0
1996-09-07,0.0,2.62,3.26,293.0
1996-09-08,4.57,2.1,2.96,283.0
1996-09-09,21.48,1.41,1.52,335.0
1996-09-10,2.66,1.1,1.16,377.0
1996-09-11,0.1,1.64,1.65,357.0
1996-09-12,0.0,1.85,1.94,344.0
