time,prcp(mm/h),pet(mm/h),flow(m^3/s)
1987-05-03 18:00:00,0.0,2.4138,
1987-05-04 03:00:00,0.0066,0.0055,
1987-05-04 12:00:00,0.0,7.6203,
1987-05-04 21:00:00,0.0,0.9896,
1987-05-05 06:00:00,0.0,0.3326,
1987-05-05 15:00:00,0.0,10.5119,
1987-05-06 00:00:00,0.0,0.6836,
1987-05-06 09:00:00,0.0004,2.6236,
1987-05-06 18:00:00,0.0297,5.6113,
1987-05-07 03:00:00,0.0,0.0216,
1987-05-07 12:00:00,0.7385,10.8063,
1987-05-07 21:00:00,0.002,0.1814,
1987-05-08 06:00:00,0.0,0.0785,
1987-05-08 15:00:00,0.054,11.1454,
1987-05-09 00:00:00,0.0004,0.141,
1987-05-09 09:00:00,0.0004,6.4954,
1987-05-09 18:00:00,0.0,4.3068,
1987-05-10 03:00:00,0.0004,0.0112,
1987-05-10 12:00:00,0.0,9.5185,
1987-05-10 21:00:00,0.0,1.3408,
1987-05-11 06:00:00,0.0003,0.0076,
1987-05-11 15:00:00,0.0004,9.4923,
1987-05-12 00:00:00,0.0029,0.0991,
1987-05-12 09:00:00,0.0736,2.2865,
1987-05-12 18:00:00,0.0019,1.7634,
1987-05-13 03:00:00,0.0,0.0075,
1987-05-13 12:00:00,0.0079,7.172,
1987-05-13 21:00:00,0.0,0.9597,
1987-05-14 06:00:00,0.0012,0.0111,
1987-05-14 15:00:00,0.0177,7.6315,
1987-05-15 00:00:00,0.0,0.1156,
1987-05-15 09:00:00,0.0037,4.1105,
1987-05-15 18:00:00,0.0,4.9178,
1987-05-16 03:00:00,0.0,1.0269,
1987-05-16 12:00:00,0.0004,10.1092,
1987-05-16 21:00:00,0.0,4.4793,
1987-05-17 06:00:00,0.0,1.4932,
1987-05-17 15:00:00,0.002,10.6607,
1987-05-18 00:00:00,0.0009,2.141,
1987-05-18 09:00:00,0.0,6.6548,
1987-05-18 18:00:00,0.0,8.988,
1987-05-19 03:00:00,0.0,2.4338,
1987-05-19 12:00:00,0.0004,11.5899,
1987-05-19 21:00:00,0.0,4.8339,
1987-05-20 06:00:00,0.0,1.6746,
1987-05-20 15:00:00,0.0,11.4533,
1987-05-21 00:00:00,0.0,1.4788,
1987-05-21 09:00:00,0.0,5.6595,
1987-05-21 18:00:00,0.0005,4.1766,
1987-05-22 03:00:00,0.0021,0.0122,
1987-05-22 12:00:00,0.0035,8.1074,
1987-05-22 21:00:00,0.0,1.282,
1987-05-23 06:00:00,0.0,0.0413,
1987-05-23 15:00:00,0.0224,7.225,
1987-05-24 00:00:00,0.001,0.2862,
1987-05-24 09:00:00,0.1667,2.534,
1987-05-24 18:00:00,0.5112,1.5342,
1987-05-25 03:00:00,0.0139,0.3159,
1987-05-25 12:00:00,0.1245,5.7375,
1987-05-25 21:00:00,0.0,1.5024,
1987-05-26 06:00:00,0.0025,0.0615,
1987-05-26 15:00:00,0.0,7.4206,
1987-05-27 00:00:00,0.0022,0.153,
1987-05-27 09:00:00,0.0098,3.9869,
1987-05-27 18:00:00,0.0,3.1862,
1987-05-28 03:00:00,0.0004,0.0063,
1987-05-28 12:00:00,0.0,6.8915,
1987-05-28 21:00:00,0.0,0.6106,
1987-05-29 06:00:00,0.0023,0.0095,
1987-05-29 15:00:00,0.0,7.6039,
1987-05-30 00:00:00,0.0004,1.7764,
1987-05-30 09:00:00,3.9837,1.0745,
1987-05-30 18:00:00,7.2482,0.4481,
1987-05-31 03:00:00,0.9387,0.1345,
1987-05-31 12:00:00,0.2031,4.6869,
1987-05-31 21:00:00,0.0,0.6862,
1987-06-01 06:00:00,0.0,0.3432,
1987-06-01 15:00:00,0.0009,11.7786,
1987-06-02 00:00:00,0.0,2.7663,
1987-06-02 09:00:00,0.0009,5.9924,
1987-06-02 18:00:00,0.0,7.7617,
1987-06-03 03:00:00,0.0,1.971,
1987-06-03 12:00:00,0.0,10.7336,
1987-06-03 21:00:00,0.0,1.3241,
1987-06-04 06:00:00,0.0006,0.0324,
1987-06-04 15:00:00,0.0018,6.207,
1987-06-05 00:00:00,0.0467,0.1761,
1987-06-05 09:00:00,0.0159,2.9225,
1987-06-05 18:00:00,0.0,3.8998,
1987-06-06 03:00:00,0.0,0.0025,
1987-06-06 12:00:00,0.0,8.3504,
1987-06-06 21:00:00,0.0,0.9617,
1987-06-07 06:00:00,0.0145,0.0409,
1987-06-07 15:00:00,0.2275,5.9282,
1987-06-08 00:00:00,0.0007,0.0589,
1987-06-08 09:00:00,0.0388,3.5043,
1987-06-08 18:00:00,0.102,3.1292,
1987-06-09 03:00:00,0.0011,0.0051,
1987-06-09 12:00:00,0.0056,8.6361,
1987-06-09 21:00:00,0.0,3.5412,
1987-06-10 06:00:00,0.0,0.7703,
1987-06-10 15:00:00,0.0,10.4024,
1987-06-11 00:00:00,0.0011,0.3603,
1987-06-11 09:00:00,0.0001,6.1667,
1987-06-11 18:00:00,0.0,4.4571,
1987-06-12 03:00:00,0.0013,0.0094,
1987-06-12 12:00:00,0.0,9.7248,
1987-06-12 21:00:00,0.0,1.9229,
1987-06-13 06:00:00,0.0005,0.0267,
1987-06-13 15:00:00,0.0,11.5575,
1987-06-14 00:00:00,0.0004,0.0105,
1987-06-14 09:00:00,0.0143,5.096,
1987-06-14 18:00:00,0.7311,2.0175,
1987-06-15 03:00:00,0.6293,0.0517,
1987-06-15 12:00:00,0.016,6.0374,
1987-06-15 21:00:00,0.0,1.0626,
1987-06-16 06:00:00,0.092,0.5629,
1987-06-16 15:00:00,0.0,7.0898,
1987-06-17 00:00:00,0.0,0.3743,
1987-06-17 09:00:00,0.0004,5.8146,
1987-06-17 18:00:00,0.0,5.4001,
1987-06-18 03:00:00,0.0004,0.1229,
1987-06-18 12:00:00,0.0009,8.8494,
1987-06-18 21:00:00,0.0,1.3084,
1987-06-19 06:00:00,0.0,0.0174,
1987-06-19 15:00:00,0.0017,7.2541,
1987-06-20 00:00:00,0.0034,0.3979,
1987-06-20 09:00:00,0.0,2.8192,
1987-06-20 18:00:00,2.737,1.0773,
1987-06-21 03:00:00,0.2108,0.1403,
1987-06-21 12:00:00,0.0372,5.8038,
1987-06-21 21:00:00,0.0,1.2535,
1987-06-22 06:00:00,0.0,0.2128,
1987-06-22 15:00:00,0.0,9.78,
1987-06-23 00:00:00,0.0,1.8211,
1987-06-23 09:00:00,0.0,4.8568,
1987-06-23 18:00:00,0.0,6.3987,
1987-06-24 03:00:00,0.0,0.5482,
1987-06-24 12:00:00,0.0,11.5491,
1987-06-24 21:00:00,0.0,3.5738,
1987-06-25 06:00:00,0.0,1.1902,
1987-06-25 15:00:00,0.0017,11.3824,
1987-06-26 00:00:00,0.0,0.0174,
1987-06-26 09:00:00,0.0,5.6761,
1987-06-26 18:00:00,0.0205,5.9479,
1987-06-27 03:00:00,0.0,0.3024,
1987-06-27 12:00:00,0.0057,11.4326,
1987-06-27 21:00:00,0.0,2.3068,
1987-06-28 06:00:00,0.0002,0.0179,
1987-06-28 15:00:00,0.0,7.4579,
1987-06-29 00:00:00,0.003,0.1729,
1987-06-29 09:00:00,0.0018,5.9578,
1987-06-29 18:00:00,0.0004,4.6822,
1987-06-30 03:00:00,0.0118,0.0014,
1987-06-30 12:00:00,0.0025,8.6053,
1987-06-30 21:00:00,0.002,1.5922,
1987-07-01 06:00:00,0.0103,0.0082,
1987-07-01 15:00:00,0.0759,7.0666,
1987-07-02 00:00:00,0.1814,0.1558,
1987-07-02 09:00:00,0.0045,4.7372,
1987-07-02 18:00:00,0.0002,4.6224,
1987-07-03 03:00:00,0.0071,0.0031,
1987-07-03 12:00:00,0.0184,5.3822,
1987-07-03 21:00:00,0.0035,0.8045,
1987-07-04 06:00:00,0.0017,0.2541,
1987-07-04 15:00:00,0.0293,4.0929,
1987-07-05 00:00:00,0.0106,0.0776,
1987-07-05 09:00:00,0.0001,4.8373,
1987-07-05 18:00:00,0.0,4.8151,
1987-07-06 03:00:00,0.0004,0.0573,
1987-07-06 12:00:00,0.0008,8.8211,
1987-07-06 21:00:00,0.0,1.5599,
1987-07-07 06:00:00,0.0,0.0154,
1987-07-07 15:00:00,0.0032,6.4798,
1987-07-08 00:00:00,0.0061,0.1967,
1987-07-08 09:00:00,0.0,4.803,
1987-07-08 18:00:00,0.0,8.4999,
1987-07-09 03:00:00,0.0,1.2725,
1987-07-09 12:00:00,0.0,9.2998,
1987-07-09 21:00:00,0.0007,1.1482,
1987-07-10 06:00:00,0.0102,0.7746,
1987-07-10 15:00:00,0.0,10.6985,
1987-07-11 00:00:00,0.0008,1.8506,
1987-07-11 09:00:00,0.0,5.2306,
1987-07-11 18:00:00,0.0,6.8361,
1987-07-12 03:00:00,0.0018,0.016,
1987-07-12 12:00:00,0.0,10.2412,
1987-07-12 21:00:00,0.0,2.4373,
1987-07-13 06:00:00,0.0,0.1054,
1987-07-13 15:00:00,0.0,11.0835,
1987-07-14 00:00:00,0.0008,0.1308,
1987-07-14 09:00:00,0.0,5.6948,
1987-07-14 18:00:00,0.0,7.0313,
1987-07-15 03:00:00,0.0,0.3331,
1987-07-15 12:00:00,0.0004,14.2693,
1987-07-15 21:00:00,0.0,6.8029,
1987-07-16 06:00:00,0.0,3.0566,
1987-07-16 15:00:00,0.109,9.8409,
1987-07-17 00:00:00,0.0009,1.2409,
1987-07-17 09:00:00,0.6685,2.1676,
1987-07-17 18:00:00,1.7019,0.638,
1987-07-18 03:00:00,1.3141,0.1563,
1987-07-18 12:00:00,1.3371,0.8568,
1987-07-18 21:00:00,0.1324,0.2072,
1987-07-19 06:00:00,0.0076,0.0504,
1987-07-19 15:00:00,0.287,5.2294,
1987-07-20 00:00:00,0.0022,0.0917,
1987-07-20 09:00:00,0.0244,3.4936,
1987-07-20 18:00:00,0.1284,3.094,
1987-07-21 03:00:00,0.0443,0.0018,
1987-07-21 12:00:00,1.0257,3.3624,
1987-07-21 21:00:00,0.8064,0.1684,
1987-07-22 06:00:00,0.338,0.0651,
1987-07-22 15:00:00,0.0034,5.6555,
1987-07-23 00:00:00,0.0,0.6061,
1987-07-23 09:00:00,0.0011,3.31,
1987-07-23 18:00:00,0.0836,3.4796,
1987-07-24 03:00:00,0.0114,0.0057,
1987-07-24 12:00:00,0.0329,5.1982,
1987-07-24 21:00:00,0.0,0.5064,
1987-07-25 06:00:00,0.04,0.2554,
1987-07-25 15:00:00,0.0035,5.6217,
1987-07-26 00:00:00,0.0022,0.0294,
1987-07-26 09:00:00,0.0074,2.7273,
1987-07-26 18:00:00,0.0,3.9063,
1987-07-27 03:00:00,0.0005,0.0097,
1987-07-27 12:00:00,0.0009,6.9678,
1987-07-27 21:00:00,0.0,0.7039,
1987-07-28 06:00:00,0.0014,0.0051,
1987-07-28 15:00:00,0.0,7.9467,
1987-07-29 00:00:00,0.0005,0.0067,
1987-07-29 09:00:00,0.0028,3.5577,
1987-07-29 18:00:00,0.0,3.3139,
1987-07-30 03:00:00,0.0009,0.0051,
1987-07-30 12:00:00,0.0004,7.6609,
1987-07-30 21:00:00,0.0,1.7536,
1987-07-31 06:00:00,0.0,0.6443,
1987-07-31 15:00:00,0.0,12.5357,
1987-08-01 00:00:00,0.0008,3.1069,
1987-08-01 09:00:00,0.0,4.1866,
1987-08-01 18:00:00,0.0,7.4312,
1987-08-02 03:00:00,0.0,1.6485,
1987-08-02 12:00:00,0.0,11.4045,
1987-08-02 21:00:00,0.0,3.448,
1987-08-03 06:00:00,0.0,1.3667,
1987-08-03 15:00:00,0.0,11.6139,
1987-08-04 00:00:00,0.0,0.0144,
1987-08-04 09:00:00,0.0008,5.4405,
1987-08-04 18:00:00,0.0,6.7622,
1987-08-05 03:00:00,0.0,1.849,
1987-08-05 12:00:00,0.0,13.2348,
1987-08-05 21:00:00,0.0,5.2468,
1987-08-06 06:00:00,0.0,1.5308,
1987-08-06 15:00:00,0.0,13.9706,
1987-08-07 00:00:00,0.0,3.1646,
1987-08-07 09:00:00,0.0,5.2057,
1987-08-07 18:00:00,0.0,8.614,
1987-08-08 03:00:00,0.0004,0.3216,
1987-08-08 12:00:00,0.0015,11.0472,
1987-08-08 21:00:00,0.0003,2.3057,
1987-08-09 06:00:00,0.0063,0.0144,
1987-08-09 15:00:00,0.0101,8.2659,
1987-08-10 00:00:00,0.0122,0.1962,
1987-08-10 09:00:00,0.0053,4.6378,
1987-08-10 18:00:00,0.0,5.8435,
1987-08-11 03:00:00,0.0002,0.0134,
1987-08-11 12:00:00,0.0,10.7643,
1987-08-11 21:00:00,0.0,2.5653,
1987-08-12 06:00:00,0.0,0.2189,
1987-08-12 15:00:00,0.0,11.3872,
1987-08-13 00:00:00,0.0004,0.5648,
1987-08-13 09:00:00,0.0285,2.6969,
1987-08-13 18:00:00,0.0003,3.2414,
1987-08-14 03:00:00,0.0024,0.4895,
1987-08-14 12:00:00,0.0,9.5069,
1987-08-14 21:00:00,0.0,3.0658,
1987-08-15 06:00:00,0.0,0.2444,
1987-08-15 15:00:00,0.0,10.2972,
1987-08-16 00:00:00,0.0004,1.344,
1987-08-16 09:00:00,0.0,5.1197,
1987-08-16 18:00:00,0.0,9.3242,
1987-08-17 03:00:00,0.0,2.3928,
1987-08-17 12:00:00,0.0004,12.3004,
1987-08-17 21:00:00,0.0,4.003,
1987-08-18 06:00:00,0.0,1.6109,
1987-08-18 15:00:00,0.0,10.3826,
1987-08-19 00:00:00,0.0048,0.2555,
1987-08-19 09:00:00,0.0097,4.4389,
1987-08-19 18:00:00,0.0093,3.668,
1987-08-20 03:00:00,0.0,0.0044,
1987-08-20 12:00:00,0.0,8.4123,
1987-08-20 21:00:00,0.0,1.7607,
1987-08-21 06:00:00,0.0,0.0745,
1987-08-21 15:00:00,0.0003,9.2951,
1987-08-22 00:00:00,0.0,0.1978,
1987-08-22 09:00:00,0.0102,3.9907,
1987-08-22 18:00:00,0.0011,3.7116,
1987-08-23 03:00:00,0.0,0.0026,
1987-08-23 12:00:00,0.0012,7.4745,
1987-08-23 21:00:00,0.0,1.1388,
1987-08-24 06:00:00,0.0005,0.0088,
1987-08-24 15:00:00,0.0,12.052,
1987-08-25 00:00:00,0.0004,2.1165,
1987-08-25 09:00:00,0.0,4.7866,
1987-08-25 18:00:00,0.0,8.8683,
1987-08-26 03:00:00,0.0,0.6185,
1987-08-26 12:00:00,0.0001,10.6222,
1987-08-26 21:00:00,0.001,2.4266,
1987-08-27 06:00:00,0.0043,0.0138,
1987-08-27 15:00:00,0.0,9.6534,
1987-08-28 00:00:00,0.0006,0.0117,
1987-08-28 09:00:00,0.0,5.0121,
1987-08-28 18:00:00,0.0,5.35,
1987-08-29 03:00:00,0.0,0.0134,
1987-08-29 12:00:00,0.0009,11.0401,
1987-08-29 21:00:00,0.0,1.7709,
1987-08-30 06:00:00,0.0,0.168,
1987-08-30 15:00:00,0.7556,12.7488,
1987-08-31 00:00:00,0.0,0.0364,
1987-08-31 09:00:00,0.0,5.2239,
1987-08-31 18:00:00,0.0,8.5248,
1987-09-01 03:00:00,0.0,0.0847,
1987-09-01 12:00:00,0.0,12.7227,
1987-09-01 21:00:00,0.0,2.7723,
1987-09-02 06:00:00,0.0003,0.0301,
1987-09-02 15:00:00,0.0,10.2968,
1987-09-03 00:00:00,0.0004,0.1005,
1987-09-03 09:00:00,0.0,4.9593,
1987-09-03 18:00:00,0.0,7.9234,
1987-09-04 03:00:00,0.0,1.9309,
1987-09-04 12:00:00,0.0017,11.469,
1987-09-04 21:00:00,0.0,2.551,
1987-09-05 06:00:00,0.0006,0.0666,
1987-09-05 15:00:00,0.0042,7.3914,
1987-09-06 00:00:00,0.0082,0.008,
1987-09-06 09:00:00,0.0042,4.5587,
1987-09-06 18:00:00,0.0023,2.8835,
1987-09-07 03:00:00,0.0221,0.0003,
1987-09-07 12:00:00,0.0066,6.0639,
1987-09-07 21:00:00,0.0065,0.8877,
1987-09-08 06:00:00,0.0041,0.0004,
1987-09-08 15:00:00,0.2265,6.6824,
1987-09-09 00:00:00,0.0,0.0126,
1987-09-09 09:00:00,0.0,3.4487,
1987-09-09 18:00:00,0.0646,2.1932,
1987-09-10 03:00:00,0.0141,0.1031,
1987-09-10 12:00:00,0.0003,5.7637,
1987-09-10 21:00:00,0.0046,0.5407,
1987-09-11 06:00:00,0.0275,0.0448,
1987-09-11 15:00:00,0.0026,5.2582,
1987-09-12 00:00:00,0.0089,0.0479,
1987-09-12 09:00:00,0.0032,3.1605,
1987-09-12 18:00:00,0.0,3.1939,
1987-09-13 03:00:00,0.0,0.0136,
1987-09-13 12:00:00,0.0004,6.9817,
1987-09-13 21:00:00,0.0066,0.2171,
1987-09-14 06:00:00,0.002,0.294,
1987-09-14 15:00:00,0.1037,4.0527,
1987-09-15 00:00:00,0.0018,0.0768,
1987-09-15 09:00:00,0.0,3.4587,
1987-09-15 18:00:00,0.0,6.1371,
1987-09-16 03:00:00,0.0,1.6666,
1987-09-16 12:00:00,0.0,10.3851,
1987-09-16 21:00:00,0.0,4.0249,
1987-09-17 06:00:00,0.0,1.7483,
1987-09-17 15:00:00,0.0,10.4816,
1987-09-18 00:00:00,0.0009,0.3324,
1987-09-18 09:00:00,0.0,3.9063,
1987-09-18 18:00:00,0.0,4.1936,
1987-09-19 03:00:00,0.0,0.0095,
1987-09-19 12:00:00,0.0,9.0969,
1987-09-19 21:00:00,0.0007,1.0199,
1987-09-20 06:00:00,0.0073,0.012,
1987-09-20 15:00:00,0.0131,7.7998,
1987-09-21 00:00:00,0.0006,0.0382,
1987-09-21 09:00:00,0.0014,5.1962,
1987-09-21 18:00:00,0.0048,4.0974,
1987-09-22 03:00:00,0.0036,0.0171,
1987-09-22 12:00:00,0.0008,9.0659,
1987-09-22 21:00:00,0.025,0.8462,
1987-09-23 06:00:00,0.0072,0.0026,
1987-09-23 15:00:00,0.0232,6.7283,
1987-09-24 00:00:00,0.0327,0.1074,
1987-09-24 09:00:00,0.0328,2.8345,
1987-09-24 18:00:00,0.0,1.8584,
1987-09-25 03:00:00,0.001,0.0197,
1987-09-25 12:00:00,0.0,6.8824,
1987-09-25 21:00:00,0.0,0.9123,
1987-09-26 06:00:00,0.0004,0.8691,
1987-09-26 15:00:00,0.0,10.1637,
1987-09-27 00:00:00,0.0004,2.1247,
1987-09-27 09:00:00,0.0,3.4566,
1987-09-27 18:00:00,0.0,6.3943,
1987-09-28 03:00:00,0.0,1.9258,
1987-09-28 12:00:00,0.0,10.0646,
1987-09-28 21:00:00,0.0,0.8355,
1987-09-29 06:00:00,0.0004,0.1813,
1987-09-29 15:00:00,0.0,10.1002,
1987-09-30 00:00:00,0.0,0.0288,
1987-09-30 09:00:00,0.0009,2.7005,
1987-09-30 18:00:00,0.0,5.0296,
1987-10-01 03:00:00,0.0009,0.0666,
1987-10-01 12:00:00,0.0073,8.1007,
1987-10-01 21:00:00,0.002,0.9826,
1987-10-02 06:00:00,0.007,0.0031,
1987-10-02 15:00:00,0.0,6.4581,
1987-10-03 00:00:00,0.0027,0.0032,
1987-10-03 09:00:00,0.0075,2.1001,
1987-10-03 18:00:00,0.0,4.5726,
1987-10-04 03:00:00,0.0,0.7683,
1987-10-04 12:00:00,0.0,10.1989,
1987-10-04 21:00:00,0.0,5.0135,
1987-10-05 06:00:00,0.0,3.3458,
1987-10-05 15:00:00,0.0,11.4027,
1987-10-06 00:00:00,0.0,3.1059,
1987-10-06 09:00:00,0.0,2.9557,
1987-10-06 18:00:00,0.0,6.1565,
1987-10-07 03:00:00,0.0277,0.1383,
1987-10-07 12:00:00,0.0182,7.3927,
1987-10-07 21:00:00,0.0006,0.6266,
1987-10-08 06:00:00,0.0011,0.0011,
1987-10-08 15:00:00,0.0,7.3362,
1987-10-09 00:00:00,0.0,0.0604,
1987-10-09 09:00:00,0.0,1.7028,
1987-10-09 18:00:00,0.0018,2.0407,
1987-10-10 03:00:00,0.0046,0.0034,
1987-10-10 12:00:00,0.0022,5.3339,
1987-10-10 21:00:00,0.0079,0.611,
1987-10-11 06:00:00,0.0082,0.0084,
1987-10-11 15:00:00,0.0108,5.2266,
1987-10-12 00:00:00,0.0019,0.0024,
1987-10-12 09:00:00,0.0359,1.4984,
1987-10-12 18:00:00,0.0021,1.9554,
1987-10-13 03:00:00,0.0,0.0159,
1987-10-13 12:00:00,0.0,7.8415,
1987-10-13 21:00:00,0.0,1.5254,
1987-10-14 06:00:00,0.0,0.4319,
1987-10-14 15:00:00,0.0,8.0937,
1987-10-15 00:00:00,0.0,1.3731,
1987-10-15 09:00:00,0.0004,2.8095,
1987-10-15 18:00:00,0.0,4.0406,
1987-10-16 03:00:00,0.0,1.0274,
1987-10-16 12:00:00,0.0,7.5416,
1987-10-16 21:00:00,0.0,0.29,
1987-10-17 06:00:00,0.0,0.0364,
1987-10-17 15:00:00,0.0,7.4439,
1987-10-18 00:00:00,0.0,1.3271,
1987-10-18 09:00:00,0.0,2.5163,
1987-10-18 18:00:00,0.0,4.0149,
1987-10-19 03:00:00,0.0,0.8806,
1987-10-19 12:00:00,0.0,7.3903,
1987-10-19 21:00:00,0.0,0.426,
1987-10-20 06:00:00,0.0,0.0073,
1987-10-20 15:00:00,0.0002,6.3537,
1987-10-21 00:00:00,0.006,0.0007,
1987-10-21 09:00:00,0.0069,2.3745,
1987-10-21 18:00:00,0.0292,1.488,
1987-10-22 03:00:00,0.0853,0.0029,
1987-10-22 12:00:00,0.0041,4.2408,
1987-10-22 21:00:00,0.0,0.2075,
1987-10-23 06:00:00,0.0182,0.001,
1987-10-23 15:00:00,0.0105,3.4638,
1987-10-24 00:00:00,0.0042,0.0142,
1987-10-24 09:00:00,0.0001,1.7885,
1987-10-24 18:00:00,0.0,1.3525,
1987-10-25 03:00:00,0.0,0.0132,
1987-10-25 12:00:00,0.0,5.6823,
1987-10-25 21:00:00,0.0,0.9655,
1987-10-26 06:00:00,0.0,0.8703,
1987-10-26 15:00:00,0.0,7.4375,
1987-10-27 00:00:00,0.0013,1.143,
1987-10-27 09:00:00,0.0,1.545,
1987-10-27 18:00:00,0.0,3.2809,
1987-10-28 03:00:00,0.0,0.0214,
1987-10-28 12:00:00,0.2308,3.8515,
1987-10-28 21:00:00,0.0004,0.0947,
1987-10-29 06:00:00,0.0514,0.0022,
1987-10-29 15:00:00,0.0982,1.6617,
1987-10-30 00:00:00,0.0085,0.1207,
1987-10-30 09:00:00,0.115,0.7289,
1987-10-30 18:00:00,0.1028,0.6991,
1987-10-31 03:00:00,0.0621,0.0613,
1987-10-31 12:00:00,0.1196,2.2524,
1987-10-31 21:00:00,0.0608,0.1369,
1987-11-01 06:00:00,1.6284,0.1915,
1987-11-01 15:00:00,1.3882,0.7247,
1987-11-02 00:00:00,0.07,0.0587,
1987-11-02 09:00:00,0.0264,0.394,
1987-11-02 18:00:00,0.0043,1.6555,
1987-11-03 03:00:00,0.0004,0.3252,
1987-11-03 12:00:00,0.0,5.1954,
1987-11-03 21:00:00,0.0,1.462,
1987-11-04 06:00:00,0.0,0.8998,
1987-11-04 15:00:00,0.0009,5.4261,
1987-11-05 00:00:00,0.0,0.4842,
1987-11-05 09:00:00,0.0,0.3278,
1987-11-05 18:00:00,0.0041,0.7634,
1987-11-06 03:00:00,0.0899,0.0627,
1987-11-06 12:00:00,0.3164,1.7267,
1987-11-06 21:00:00,0.0867,0.2048,
1987-11-07 06:00:00,0.0,0.1045,
1987-11-07 15:00:00,0.0,4.3771,
1987-11-08 00:00:00,0.0,0.1947,
1987-11-08 09:00:00,0.0009,0.9709,
1987-11-08 18:00:00,5.5233,1.3621,
1987-11-09 03:00:00,0.4915,0.2687,
1987-11-09 12:00:00,0.0172,3.4001,
1987-11-09 21:00:00,0.0,0.0056,
1987-11-10 06:00:00,0.0,0.0059,
1987-11-10 15:00:00,0.0,3.4458,
1987-11-11 00:00:00,0.0,0.0279,
1987-11-11 09:00:00,0.1488,0.3067,
1987-11-11 18:00:00,3.6613,0.7261,
1987-11-12 03:00:00,6.5983,0.0558,
1987-11-12 12:00:00,0.1595,1.6324,
1987-11-12 21:00:00,3.854,0.1084,
1987-11-13 06:00:00,2.8659,0.365,
1987-11-13 15:00:00,1.3626,1.0852,
1987-11-14 00:00:00,0.7915,0.1921,
1987-11-14 09:00:00,0.0141,0.9239,
1987-11-14 18:00:00,0.0,1.7056,
1987-11-15 03:00:00,0.0,0.0019,
1987-11-15 12:00:00,3.0935,0.5192,
1987-11-15 21:00:00,0.5694,0.1773,
1987-11-16 06:00:00,0.0999,0.0396,
1987-11-16 15:00:00,0.1113,0.7632,
1987-11-17 00:00:00,2.736,0.2149,
1987-11-17 09:00:00,0.0662,0.3122,
1987-11-17 18:00:00,0.0,0.4332,
1987-11-18 03:00:00,0.0004,0.0078,
1987-11-18 12:00:00,0.0,2.6702,
1987-11-18 21:00:00,0.0002,0.1351,
1987-11-19 06:00:00,0.0,0.0805,
1987-11-19 15:00:00,0.0,3.7602,
1987-11-20 00:00:00,0.0,0.4996,
1987-11-20 09:00:00,12.6298,0.2175,
1987-11-20 18:00:00,0.9603,0.2001,
1987-11-21 03:00:00,0.0293,0.0265,
1987-11-21 12:00:00,0.0309,2.6557,
1987-11-21 21:00:00,0.0,0.0233,
1987-11-22 06:00:00,2.28,0.2735,
1987-11-22 15:00:00,1.6579,0.5337,
1987-11-23 00:00:00,0.0806,0.012,
1987-11-23 09:00:00,0.0003,0.2337,
1987-11-23 18:00:00,0.0,0.4784,
1987-11-24 03:00:00,0.0131,0.1235,
1987-11-24 12:00:00,2.8115,1.0345,
1987-11-24 21:00:00,0.5104,0.0769,
1987-11-25 06:00:00,0.0002,0.0744,
1987-11-25 15:00:00,0.0,3.7426,
1987-11-26 00:00:00,0.0,0.6681,
1987-11-26 09:00:00,0.0,1.1647,
1987-11-26 18:00:00,0.0,1.134,
1987-11-27 03:00:00,0.0,0.0641,
1987-11-27 12:00:00,0.1479,2.8239,
1987-11-27 21:00:00,0.0,0.2512,
1987-11-28 06:00:00,0.0,0.0231,
1987-11-28 15:00:00,0.0009,2.9362,
1987-11-29 00:00:00,0.0009,0.0341,
1987-11-29 09:00:00,0.0336,0.287,
1987-11-29 18:00:00,0.0,1.4483,
1987-11-30 03:00:00,11.5218,0.5276,
1987-11-30 12:00:00,0.2981,1.676,
1987-11-30 21:00:00,4.1214,0.8541,
1987-12-01 06:00:00,15.8972,0.2959,
1987-12-01 15:00:00,13.7183,0.2765,
1987-12-02 00:00:00,6.8102,0.3488,
1987-12-02 09:00:00,6.1469,0.1306,
1987-12-02 18:00:00,3.0214,0.3851,
1987-12-03 03:00:00,6.5113,0.848,
1987-12-03 12:00:00,1.2196,2.0339,
1987-12-03 21:00:00,2.0449,1.3954,
1987-12-04 06:00:00,7.1707,0.1842,
1987-12-04 15:00:00,1.3736,0.2022,
1987-12-05 00:00:00,2.3767,0.0463,
1987-12-05 09:00:00,1.9184,0.2789,
1987-12-05 18:00:00,2.6568,1.5628,
1987-12-06 03:00:00,11.8946,1.0692,
1987-12-06 12:00:00,5.8287,1.2065,
1987-12-06 21:00:00,3.4631,0.2936,
1987-12-07 06:00:00,4.9559,0.1815,
1987-12-07 15:00:00,0.0,3.321,
1987-12-08 00:00:00,11.9238,0.7764,
1987-12-08 09:00:00,4.0802,0.2893,
1987-12-08 18:00:00,1.3314,0.7338,
1987-12-09 03:00:00,5.7406,0.6739,
1987-12-09 12:00:00,3.7313,0.2186,
1987-12-09 21:00:00,7.3874,0.0342,
1987-12-10 06:00:00,3.534,0.1367,
1987-12-10 15:00:00,0.436,1.007,
1987-12-11 00:00:00,0.0037,0.14,
1987-12-11 09:00:00,0.0008,0.3874,
1987-12-11 18:00:00,0.0033,1.4141,
1987-12-12 03:00:00,0.0004,0.8999,
1987-12-12 12:00:00,0.0061,3.0661,
1987-12-12 21:00:00,0.0,0.6995,
